Product_ID,Customer_Name,Customer_ID,Date,Rating,Reviews,Sentiment,Review_ID
527bd1f0-8857-41e2-904b-d79cef606666,Ammar qazi,768,7/10/2017,1,may ny order kya tha mi a in golden aur unho ny rose gole bejha hai mujhy,Neutral,edc66145
315746d5-aaca-4c39-b00e-bb4d53d5ad53,Zafar,6030,12/15/2019,5,portrait mode bhot acha iss phone k camera may baki sb b acha hai sb sy ziyda google update achi hai,Positive,fe1e2e2e
d03226d7-7f9e-4c85-b15a-d8c8684f4a48,M Ahtisham,2758,5/16/2017,5,bhot hi acha phone hai ya speed b achi hi aur language ka masla b nai h,Positive,cddcf201
aad1ea37-30b2-4019-932d-58c538e56225,Hassan,2115,12/10/2019,5,achi timing hai sirf  dino may agya hai,Neutral,9106e466
7fb5cb71-43f7-4f2b-b58f-48165f75f79d,Atif,1079,7/6/2018,5,sirf thori se price ziyda hai agar international market k mukabaly dekha jya tu,Positive,9153ba72
e96047ed-d1cf-4a99-ab19-a7f2b7c8ff1f,Danish Abbas,1395,7/21/2018,5,audio achi hai base k sath,Positive,28c4d9b4
0ebc98e0-10ae-4bfb-b213-62597f7f6e19,Sarim,4924,12/11/2019,5,shukriya achi quality k lya mujhy pasnd hai iss ki audio,Positive,5c5fbd77
dd712a9a-d421-4c39-ad32-25a38c8b1700,Ahmed Raza,468,12/25/2019,5,shukriya achi quality k lya aur iss ki audio b achi hai,Positive,26972276
5b921e58-ccbe-4501-8602-1142c7595390,Ali Mansoor,618,7/27/2016,5,iss ki quality achi hai aur baki sb b acha hai,Positive,a4f71fbc
01d9b5ba-ad93-4515-af9a-b344027c475b,mohsin,6893,7/1/2016,5,sb sy acha product achi price may iss k earphone b achi hai zaroor liay aap b shukriya daraz,Positive,6ab96a14
b86c0dd8-3325-4d87-841c-2432f6e77131,Munir Iqbal,3760,5/28/2016,5,base achi hai baki sari chzey b achi hai   iss k lya price b kaam hai,Positive,9191ac2d
b1f26ac9-1e48-48cb-b269-18869cf567e6,Aamir Naeem,128,10/20/2016,5,audio ki quality achi hai aur baki sb chezy b balance hai,Positive,089fdac5
95bb5312-ca58-4b46-9087-4b3bf87f936c,Irfan Ahmad,2342,3/10/2019,4,achi mobile hai lakin iss ki koi warenty nai hai,Positive,2d8ae9a8
7b272585-e49b-465e-a2a1-887850bbee3a,Rana,4381,2/25/2017,2,may ny iphone lya us p straches hai aur box b sai sy band nai hai,Negative,e468ea27
74b4b71b-229a-4379-a4d2-b6bebf511cc3,Saqib,4895,7/28/2016,1,iss k batter ie k issues hai aur customer service center sy b koi acha response nai aa rha,Positive,f3b02065
c563707f-8742-4951-81de-54118720c929,Zahid,6040,6/20/2018,5,vaqata aik behtareen phone karkardagi aur istehkaam ke hawale se yeh iss qeemat mein bay misaal hai taham yeh phone thora sa bhaari aur bara hai mazeed yeh ke phone ke sath faraham kardah  ka shafaaf cover bhi thora sa dheel hai,Positive,ca67caa3
784f5085-4341-4903-b902-580c3cae2c74,Ø¹Ø¨Ø¯Ø§Ù„Ù…Ø§Ø¬Ø¯,7511,11/2/2016,5,battery timing aur mobile bhot acha kaam kar rha hai hai,Positive,2dcc72e2
a28332e5-2378-4840-b3da-efdde1469dfc,Danish,1394,11/29/2017,5,sb sy acha phone hai agar aap sy ko huwai k sath compare kry tu,Neutral,417e51bb
3f2c5a3e-a96c-4e38-9d77-72add977ea6c,Ali,589,5/28/2017,1,mein nai phone bazyaft kya aur mein nai dekha ke iss khanaay mein dosra haath huawei ie  tha aur daraz bhi iss ki jagah nahi le rahay hain woh keh rahay hain ke yeh un ka phone nahi hai,Negative,70520b44
e7c0ba72-dc0c-4a9c-8950-896dd8d11202,Maryam,3047,5/10/2018,5,sb sy acha product hai sirf  din may mil gya hai price b kaafi kaam hai,Neutral,b44d0285
6e8715fd-8519-41f8-8edf-97a8b2bd302a,Abid,275,12/9/2018,4,plz mujhy bta di k ya single ya dual sim wala hai,Neutral,fc703682
24c78240-c7fb-4da1-a820-101bde74e577,Irshad,2361,10/5/2019,5,sb sy achi deal hai may bhot kush ho istemail kar k,Positive,d78edebb
53de66e7-fe28-490d-8723-6b33668b6181,Awais,1110,12/25/2019,5,yeh vaqata aik acha tajurbah tha mein jaldi tarseel aur zabardast  ke liye daraz ki tareef karta hon sale  saal warranty card ke sath mukammal tor par original hai tajdeed shuda nahi shukriya daraz aur dealer,Positive,98b04099
74301fe0-d98c-43f1-b5ff-cd6cb88d44d1,Abdul,164,5/6/2016,5,bhot acho deal h  din may hi phone mil gya hai,Neutral,a13b0d4d
42f6f6bb-89c5-47db-8c99-e99f197703c5,Hashim,2096,9/14/2017,4,usay  din baad mil gaya warranty card bhi shaamil hai asli simsng mohar ke sath chairr chhar ki gayi thi lekin aik aur mohar barqarar thi majmoi tor par acha tajurbah ab tak koi masla nahi hai aik shafaaf cover bhi shaamil hai,Neutral,14d8e8f8
fb57584c-a70d-4945-8ae7-5130729383f1,Adnan Sukhera,363,9/6/2017,5,may ny socha nai tha k  din may phone aa jya ga bhot acha tha pura box band tha bhot achi daraz,Positive,031abfa4
72bea949-60fe-47f6-80d9-e2df45a2acf9,Wasi,5921,12/27/2017,5,shukriya daraz apka product  orignal tha,Positive,10f235ce
e5c001f9-e683-4f60-a1ba-956f7e11f269,Zain,6067,1/28/2018,2,order  din mein haasil karliya lekin mein mobile ki mohar ke baray mein qadray mutfiq hon kyunkay wahan du aam and pi sale mojood thay jin mein se aik pehlay hi khuli thi aur un dono muhroon ke neechay simsng neh aik aur mohar laga di thi ke agar mohar toot gaya hai tu yeh baat qubool nahi karti hai aur yeh toot gaya hai baichnay walay ko yeh bhi zikar karna chahiye ke woh kun sa model farokht kar rahay hain jis mein s aam  f dd s hai,Negative,ea1859b3
a63692e0-be31-47e0-9d9b-41937b3d69ab,Muhammad Sami,3629,8/1/2018,5,yeh har aik ke liye aisa zabardast tool hai jo mustaqil tor par chal raha hai mein mutadid aliktranks le kar aata hon aur jab zaroorat ho tu sakt mein un sab ko plug karna asan hota hai aur yahan kahan hai yeh asan ho jata hai,Positive,f47f8018
b37a6233-6c25-4af8-90dd-2fe92f88148e,Muhammad,3482,11/23/2017,4,quality sab kuch hai aur mujhe khushi hai ke aam aayi ka power bank khud se charge rakhnay mein aur mere phone par bhi bohat aaccha kaam kar raha hai  aam ai each ke l it yeh vaqata good aaccha hai mere phone par du baar charge karta hai aur iss ki minofikchrng ka miyaar bhi bohat aaccha hai,Positive,04945a72
f11e2d5c-6a71-4486-a09e-ea450956e85f,Asad,966,6/13/2019,4,glass muhafiz aur naram case back  dono waqai achi terhan se tayyar hain aur jab se mein ne box khoola mein ne jo kuch pohanchaya iss se mutmaen hogaya bilkul tayyar bohat mazboot aur mein usay yakeeni tor par qabil aetmaad kahoon ga kyunkay yeh ab taq kaam kar raha hai aur yahan taq ke sab se ziyada garam dinon mein glass bhi nahi phataa hai,Positive,e177f3e5
419eeb9c-eb80-446e-b9c9-ca39f7a72d84,Ali,589,4/21/2017,1,bhot bura phone hai iss ki battery sai hai lakin screen tooti hoei hai aur touch b sai kaam nai kar rha,Negative,4f7b531e
41eaa78d-3a61-40db-ada9-03033bb633c1,Abdul,164,3/2/2019,5,ya kaafi faydy mad h mry lya kaafi achi device hai,Positive,729e1e99
1dde3f23-5c2e-4951-a7db-5b7ba41e51ff,.,12,2/7/2019,5,bhot aala headphne hai quality b avhi hai aur  ghanty ki battery timing b hai,Positive,9bb97d0f
4b7d2e98-6d28-4352-9d67-d74b71722ebe,Ali,589,1/26/2017,1,barah karam mein sanjeeda hon yeh nah khareedain un mein ziyada se ziyada imkaan hai ke woh aap ko is p ke bajaye ghalat numeral den ge jo head phone mujhe mila hai usay astodyo s kaha jata hai aur iss mein aks kibl bhi nahi tha iss ka jhoot,Negative,f81a7cdf
ea14ce71-4056-4cc8-82e2-8694764d674e,Shifa Taif,5215,11/16/2019,4,waqai mein bohat aaccha hai aur mujhe yeh pasand hai kyunkay mujhe iss par moseeqi suneney se lutaf aata hai head phone ka miyaar bhi aaccha hai aur mein usay pehantay hue hamwar mehsoos karta hon kisi terhan ki jalan ka sabab nahi bantaa hai mein neelay rang ki terhan bhi karta hon yeh aasani se mere phone ke sath munsalik hota hai aur mein ganoon ko aasani se tabdeel karsaktha hon aur mutlaq sahoolat ke sath hajam ko tabdeel ya mourr sakta hon mein chahta tha ke battery ka waqt ziyada behtar hota lekin mein ab bhi kharidari se mutmaen hon,Positive,c356d1a5
7ba2b1a4-2b83-4984-ae68-832bd482a186,Ubaid,5652,7/4/2017,4,mujhy iss ki cable nai mili iss k daby may,Negative,88272d29
3d4992f6-fb4b-4e8d-9c8b-ae63345fa5db,Leeka Bhatti,2727,11/20/2016,4,yeh head phone apni qeemat ke mustahiq hain mein ne d film dekhnay ke liye apne ail  dd ke sath sirf aik baar iss ka istemaal kya hai aur mera tajurbah herat angaiz tha awaz ke miyaar aur kaan ke ird gird aram da aur pursukoon fitting se mohabbat karta tha iss ke ilawa iss ka  range bohat aaccha hai kyunkay mein apni ail  dd se bohat daur tha aur phir bhi iss mein koi mudakhlat nahi mili mawaad bhi aaccha hai majmoi tor par yeh aisi behtareen cheez hai jo aap ki qeemat ki hadd mein hosakti ha,Negative,fac2b381
7d9fce05-3931-4fe1-b4cc-39f328a5152c,SOHAIB HASSAN,4600,3/16/2017,4,yeh lajawab hain yeh herat angaiz tor par qabil samaat hain aur khushgawar jamaliaat hain woh pahannay mein bohat aram da hain mere phone ke  ke sath jaldi se mutabqat pazeer aur un head phone ke baray mein sab se umdah baat yeh hai ke woh kisi bhi taar ke sath nahi atay hain jo werzish ya chalanay ke douran aap ke pasandeeda music se lutaf andoz hotay hue aap ko ulajhti hai ya pareshan karti hai iss se meri jim mein pareshani se pak music se lutaf andoz honay ki zaroriat poori hojati hain mein neh moseeqi ki mukhtalif snfon ko aazmaaya hai aur mein moseeqi ki har tafseel se lutaf andoz aur mehsoos karne ke qabil tha,Positive,73c8c3e8
8b47de8a-7529-480a-96d1-2650fe3ddc7f,Sarfraz Masood,4922,5/3/2018,1,dosray ke baarey mein nahi jantay lekin meri pi  ki battery  hafton ke baad faut hogayi agar mein iss se charge karta hon tu head phone bohat garam hojata hai jaisay yeh phatne wala hai aur mujhe nahi maloom ke mein iss ki jagah le sakta hon ya nahi lehaza jawab den,Positive,29ea4215
0626d016-8866-4b50-91e2-4e93227700fc,Customer,1375,7/7/2019,5,may bhot kush ho iss ko liay k,Positive,686851b6
af06a88c-6a34-489e-b28f-27cc57bf2460,Mehmood,3099,4/7/2019,5,may dekh rha ho k kuch order karo daraz sy,Negative,bf5584ac
f5da6a56-671b-4a0e-9884-57f0b9f2534f,Wrong Packaging,5947,7/10/2017,1,thumb grip lya hai achi hai lakin picture may kuch aur chez dekhai hai aur ya orb sy b nai h,Positive,9732e337
b0ddead5-9a9f-4b13-9a87-700a95dfc912,Obaid,4122,11/28/2016,5,item acha hai may sb sy kaho ga k liay lo,Positive,5a15e484
bb39820e-ab80-4e0a-ad0d-34715cec0f20,y2j,7428,10/4/2019,4,yeh aik achi numeral hai sirf aik masla yeh hai ke mujhe apne hukum se yeh mila hai ke design ke angothay ki du laathi hain lekin mujhe aik hi design ki charon cheeze mil gayeen,Positive,649e21ef
6bb0ebfb-f58a-43dd-8111-f7e5a04df8d0,Taufique,5577,6/14/2016,5,may iss ko istemaal kya aur ya bhot achi hai,Positive,aff8eb2c
5392589f-5794-4f46-8f50-ce5ac552da21,haseeb,6611,6/18/2018,4,phone acha hai lakin kaafi mehanga hai bahar ki market k mukabaly may,Positive,822b76d8
40b4e69d-2aa3-4846-a700-becea57556ed,Ishtiaq,2383,12/19/2017,4,translucent case nai h daby may,Neutral,37edf477
35cbecb7-c54e-416f-84b6-a9c1a7dc1e91,Pervaiz akhtar,4177,11/1/2019,5,ya kaafi acha phone hai asa mobile aur kahi nai h,Positive,32f8ff64
bfbe83f1-fa19-4730-ae20-c6ecc97af15e,"Haider Ali	Bhatti",1969,2/6/2017,5,pi s  kntrolr girift mein bunyadi tor par mere angothay aur  stick ke mabain ragar muhayya karta hai taakay paicheeda  injaam day saken jis mein mukhtalif harkato ki zaroorat hoti hai lehaza yakeeni tor par ghanton gimng ke baad mere haath paseenay ho jatay hain aur yeh meri satah taq khelna mushkil hojata hai aik bohat hi umdah sakht jo mere angothon ko apni jagah par rakhnay mein muawin hai,Negative,1-Feb-83
46981d19-f245-4866-840b-7cb08225bf01,Khawaja Waleed,2648,5/15/2016,5,ya bhot acha tha aur mujhy iss ki grips ki quality achi lagi bhot,Positive,a582de07
ff16e112-45d9-4602-a9ef-46a5ce6f3c9d,Talha Qaser,5540,5/11/2018,5,mere jaisay paseenay walay haath walay logon ke liye thumb stick girift bohat achi hai mera anghutha hamesha chhari se waisay hi phisal jata tha lekin shukar hai ke yeh paseenay ke angothay ke sath bhi mazboot girift muhayya karta hai mazeed yeh ke mein yeh haqeeqat pasand karta hon ke jab aap pehli jori pehantay ho tu aik izafi jori bhi shaamil hoti hai mere kntrolr ke ilawa achh addition izafay ki wajah se khud hi chhari ki majmoi zindagi bhi barh jati hai,Negative,228f7568
0fae88ac-fa2a-4a38-a4bb-4ecfb164c91c,Aslan,1047,12/3/2017,5,ya phone wakai bhot acha hai,Neutral,e975be96
4f805a03-85ef-4a16-bcfe-655e9dc4555a,Zeeshan,6135,12/15/2017,5,bhot acha phone h khaas tor b fringer print sensor aur daul cam,Neutral,f378b30f
20a6adbc-e4a6-47cc-ac84-3d54a2ae6a40,Shazaib Aslam,5149,11/16/2018,5,audio ki quality bhot achi hai aur base b,Positive,c54be9f8
e309349c-bd37-45bb-84a4-3a291b692b54,Waleed Ali Asif,5862,7/6/2017,5,audio bas wali h aur case ki quality bhi achi h,Positive,3f20f815
e7fffc79-f795-4a1b-a5f1-5927f3bf0bfc,Ali Mansoor,618,5/19/2019,5,achi quality aur achi awaz hai maza aya istemaal kar k,Positive,3352d0b7
cbe36736-7fce-4a3f-af7a-06a1c0f4e131,Numan Tanveer,4115,7/1/2016,5,iss ki keemat kaam aur bhot achi chez h us sy ziyda hai jo may ny mangi thi,Positive,d57fa4b2
85847c0d-2002-4f46-9ad6-5cdc3614c427,Azan,1161,8/19/2017,5,saaf awaz aur achi base bhot achi qualty k sath,Positive,5e7a78c3
52d34333-5e02-4b94-afe4-4858e323acfe,Syed Khawar,5407,4/15/2019,3,ya acha nai hai bhot mayoos kya inflix ny inflix samrt bhot acha hai smart  sy,Neutral,61e80a2b
9ac0f55d-11a6-4643-b92c-054287cca78f,Waheed,5838,12/10/2017,1,iss keemat may range awaz ki bht buri hai,Negative,f389cff8
c578e766-55b0-4a70-a128-eaa5a21ab09a,Bilal,1273,11/27/2019,5,aik din may product mil gya orignal seal tha aur price b kaam thi market sy,Negative,84ddad80
05b440f0-7a7c-4e59-88ab-05584bdc5499,Saad,4618,7/17/2017,5,ya sb sy acha phne h ab tk,Neutral,1.34E+05
ace6483e-e868-472c-b9c2-9d086563e34c,Mohamamd Asad,3210,10/12/2018,5,hbl feast sy phone lya jo bhot acha hai,Neutral,fb6c05f0
5334cf8d-7026-44cb-bd0f-99d11a9c9af5,Hatim,2143,1/22/2017,5,daraz ke zareya zabardast khidmat mera package  din ke andar mousool hogaya aur mobile  uine haqeeqi aur sale tha jis cheez ne mujhe sab se ziyada pareshan kya shabash daraaz,Positive,804a5766
bb1b05f6-e424-454b-90e0-87ce82569187,Adeel,319,6/25/2016,4,ya acha tajurba hai daraz sy chezy leny ka,Positive,a6de94be
e584347a-9b5a-4017-902c-c1b9275e78d4,M.Mutahar,2838,4/29/2017,5,arrey nokia team mera naam muther ahmed hai aur mere paas youtube channel hai aur mein aap ki masnoaat ka jaiza lena chahta hon mera youtube video youtu bay yvwthmig ka link yeh hai mera  mil,Neutral,a2b9d51f
70ac1f8a-aadd-47e2-806c-a640417c9970,Muneeb Sheikh,3754,7/16/2017,5,awaz achi bettery timing b achi hai zaoor kharedy,Positive,b2ae1be1
395b3772-57a4-417a-8088-3558846c456d,Junaid,2513,4/29/2019,5,bhot acha h ya quality b bht achi hai aur battery timing b,Positive,974ce996
82e4816d-0795-494c-ac6b-61757367dba8,Irfan,2341,9/3/2016,5,yeh waqai aik acha phone hai screen karkardagi khususiyaat camera aawaz battery sab bohat achay hain baichnay wala bhi bohat taawun karta hai,Positive,c227f5e9
7841d859-b60b-4738-9581-c9faf0ae679b,bill,6440,12/1/2019,5,islamabad mein aik din ke andar yeh aala masool sun hwa,Positive,8e993442
fe4ec3da-03cb-411b-81a5-f77900d6123f,Nabeel,3856,2/21/2016,5,shandaar phone khaas tor par qeemat di gayi hai aik karkardagi ka muzahira karne wala janwar aur dish charger ke sath adhay ghantay ke muawzay mein aik din ke liye jana achchhaa hai zabardast  taiz sun hwa chehra aur finger print  stock android tajurbah ke qareeb waqai parcham bardaar qaatil honay ke liye saakh ke mustahiq hain,Neutral,c6e6b438
7619aa20-978f-4d57-91be-bb72f8ba4053,Syed Usama Nasir,5448,5/27/2017,5,mein ny aaj yeh phone khareeda hai aur yeh iss behtareen phone hai jo aap ko iss budget mein mil sakay ga behtareen karkardagi kaam roshni wali soorat e haal mein kamera itna achchca nahi hai warna aik achchca soda hai,Positive,379bf70e
881450f2-3a52-44d9-a6be-b435bc3be0c6,Zain,6067,2/5/2016,5,mein ne abhi yeh phone khareeda hai aur mein iss ki karkardagi se waqai herat zada hon ke lafzi phone kabhi hang nahi hota hai  jee bi reem aur camera quality wala snap drign processor bhi kaafi herat angaiz hai ab chunkay hum mein se bohat se logon ne yeh phone khareeda hai mein sirf umeed karsaktha hon ke iss ki market value barqarar hai sab kuch bohat achchca hai mein iss ki tawaqqa nahi kar raha tha ke bohat si khususiyaat ki lafzi tor par iss ne bohat saaray aadaab mein aayi phone x ko shikast di hai,Positive,25d3d13d
ae084a22-c888-4b70-8b5d-420a9fb08f04,Rizwan,4492,12/13/2018,4,mein ne aik saal ki guarantee ke sath yeh pakd box mein haasil kya hai lekin yeh sale phone thora sa mehanga hai yeh pachaas kilometer ke lag bhag hona chahiye,Negative,0a8c1652
499abb40-1408-4a02-bc36-58855e5f7c5e,Shaheer Ahmed,5026,11/27/2016,3,one plus  tea ko budget ke parcham bardaar qaatil ke tor par jana jata hai kya baat hai agar iss ki qeemat itna hi hai jitna aik parcham bardaar qeemat ziyada se ziyada  k ke lag bhag honi chahiye,Negative,645f245b
3946148d-9bfc-4b71-9973-5a80783eb93a,Danyal,1415,7/14/2016,5,mein ne usay sirf  din mein khareeda hai iss se pehlay ke k aan dd mein ab iss ki qeemat mayoos kin hai,Negative,7552289
c6039691-e07d-43e5-97a0-ad6d68b309ac,Eesa,1513,5/18/2016,5,mujhe yeh behtareen thanda  free miyaar ka mila hai achi awaz,Positive,f7884bf4
a377bbca-d8d3-44ec-a74f-23d7115a017a,Tahir,5498,2/5/2017,5,yeh air phone bohat acha hai aur yeh sanchay bhi bohat achay miyaar ki hai,Positive,6b09751b
b1509305-6bd7-42d2-aefd-7feeac1b3d35,Bilal Ahmed,1276,11/30/2016,5,yeh super bees  free behtareen hai yeh waqai super  bees mean hai iss se pyar karen,Positive,1ddf7569
2f4ca903-de09-49db-ad4d-871d5fe00032,Mustafa Jutt,3805,4/2/2019,5,awaz aur khatam herat angaiz tha,Positive,8af7535e
2a774ad5-6ab0-4a96-8d4b-40c64e087ea3,Hajra Sheikh,1988,12/30/2018,5,herat angaiz choti choti cheeze zabardast bus aur zabardast awaz shukriya,Positive,70eca03a
685e52d1-5984-4f25-b294-9930be5b01d9,Abid Raza,280,6/30/2017,5,caring case rakhna aik achi cheez thi aur mein aisi cheez talaash kar raha tha jaisay mein ne case nah honay ki wajah se apne beshtar  ko kho diya tha wazeh awaz aur bus ki aik achi miqdaar ke sath audio ka miyaar bhi achchhaa tha lekin koi maskh nahi sun hwa tha aur kaan ke tukre dhaat ke murakkab se banay thay jo aik achchhaa lams tha aur itni achi qeemat ke l eay mein usay har iss shakhs ko wapas karta hon jo up grade karna chahta hai ya un ke puranay  ko tabdeel karen mayk ka miyaar bhi bohat wazeh tha aur cal same up button mere simsng s  ke sath bhi kaam karta tha,Negative,22d431c5
c5f74ce5-9d86-4043-bf0e-346d4f1d87e7,Muhammad,3482,12/22/2016,5,ya  hazar may b mil sakta hai,Neutral,39989b47
36ce04a5-18eb-479c-b31c-9c8134fb5802,Muhammad,3482,9/1/2017,5,acha kaam kar rha hai slim hai aur features b thek hai,Positive,7cd0abb0
e9f088a7-e97e-4c52-90e5-a37684b28588,Noor Dar,4077,3/15/2019,3,mujhe kal phone mila packing behtareen thi aur lawazmaat bilkul theek thay mein ne raat ko apne phone ko charge kya aur ab aaj yeh charging cable kaam nahi kar rahi hai mein bohat mayoos sun hwa,Negative,bc9f160f
d8d1c0ee-0da5-4c5d-af56-9f2680d95ce5,Faheem,1620,6/8/2016,4,phone thek hai lakin processor kfi high quality ka hai,Negative,087db943
f0d3aea4-f1ad-4a8d-a74b-c3e8e79f2798,arsamo,6353,5/22/2019,4,phone acha hai lakin infinix ki bttery kaam hai,Negative,e72ba993
cead8269-3403-4f5e-a1fe-fb3aa8456b17,very Smart but Battery time 7 Hours,7392,9/9/2018,2,ground lick round karnrz light uch d uch d daraz ki kharidari lekin bohat hi battery battery sirf  ghantay chalti hai,Positive,730ed81c
5af2c90a-256f-4633-b751-29d3f64d27ac,Awonn shah,1127,10/1/2018,5,haae mein iss ki masnoaat ko bohat pasand karta hon agar aap mujhe muft namona bhaijtay hain tu mein iss numeral ko apne facebook account aur apne youtube channel par farogh day sakta hon,Positive,18d81e97
315adc06-0653-4a52-9dee-dcae66fed217,Malik,2987,10/23/2019,5,mry kuwaish hai k ya phone liay lo,Neutral,87ba22fa
52df3206-9918-4d2b-bd0c-43de361d3d54,Sumeet Kumar,5345,2/12/2016,5,daraz ke zareya usay dost ke l for pareshan kya woh iss se mohabbat kar raha hai battery ka waqt achh aa hai aik din mein aik hi charge ziyada rehta hai dono  samnay aur peechay  kimps ke camera nateeja ko pasand kya,Positive,98a5e020
472fbfc0-5fd2-46f5-a1ba-23e0350fdd5c,Asad,966,1/22/2019,5,pasy poori hoya may zaroor kaho ga k ya phone liay lo,Neutral,dc0b9c8d
9920ebf2-bd0f-4f55-89ff-8e7f3c23871f,najat,6972,10/19/2017,2,may ny note  liay hai lki usk auto rotaate aur gysro sensor kaam ny kar raha sai sy,Neutral,a22f08eb
a5f41ec0-6949-47cd-94c6-f0276ffe4c5d,Miam Gee,3124,1/16/2018,4,jaldi mil gya aur phone b acha tha shukriya daraz,Positive,e60af3c8
f1f28f83-4255-42d6-aae4-ead02e2f4e0b,Syed Taha Ghayas,5439,1/23/2018,5,sb kuch iss phone may bhot acha hai,Positive,7a226026
