Category,SubCategory,Title,OriginalPrice,DiscountedPrice,Discount,SellerName,NumberofRatings,PositiveSellerRatings,ShipOnTime,ChatResponseRate,DeliveryType,ProductToBeSold,SellPercentageToIncrease,Product_ID
TV & Home Appliances,Cooling & Heating,Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Air Humidifier 300ML Cool,680,280,59,Deshi eBuy,172,76,100,68,Free Delivery,121.43,143,aba4470e-f875-414b-b52d-7574bae81117
TV & Home Appliances,Cooling & Heating,BRADOO 6Pcs Blue Indicating Silica Gel Desiccant Moisture for Absorb Box Reusable,2825,1755,38,BRADOO,0,86,100,96,Free Delivery,80.48,61,aab6be39-0ad8-4b84-a16d-7bdb10364f17
TV & Home Appliances,Cooling & Heating,Flame Aroma Diffuser Humidifier With 7 Color LED light change Fire Flame Essential Oil Diffuser Aroma Multicolor Humidifier for Home Office Living Room Bed Room,2500,1399,44,Q Shop BD 24,2,82,0,98,Standard Delivery,89.35,79,fd3a44fb-c75a-4742-9844-065396948656
TV & Home Appliances,Cooling & Heating,Khajana Night Cream - 20g,340,340,0,House Of Gallery.,0,86,0,77,Standard Delivery,50,0,d3ee3080-c2f0-45d1-8f6b-e10696ffa3f9
TV & Home Appliances,Cooling & Heating,Swap International Mini Air Humidifier USB Charging Mist Spray Moisturizing Diffuser White,299,261,13,NT Store,3,85,0,93,Free Delivery,57.28,15,bf9d0f18-12e4-4389-831a-743c0d3defc8
TV & Home Appliances,Cooling & Heating,Air Purifier Sqair Chemical Warfare + HEPA H11 Filter & Carbon Filter (430 sft) for home & office,17500,16450,6,CleanAir Bangladesh,4,95,0,100,Standard Delivery,53.19,7,0dc5fc4c-22f7-4f5e-868e-2b6ba898c8be
TV & Home Appliances,Cooling & Heating,Sharp Air Purifier With Mosquito Catcher FP-JM40E-B,25900,20100,22,Esquire Electronics,9,87,0,90,Free Delivery,64.43,29,ea9f1692-763f-4aad-8d51-ebf25882e5b4
TV & Home Appliances,Cooling & Heating,Moisture-proof Mould-proof Deodorizing Desiccant Moisture Absorber Scented Hanging Dehumidifier Bag Wardrobe Closet Drying Agent Dehumidification Bag can absorb up to 500ml water,1950,1146,41,Mi Global,4,87,100,99,Free Delivery,85.08,71,232f2ee8-9fdb-449f-975f-659ff106ff43
TV & Home Appliances,Cooling & Heating,LED Small Mushroom Night Light China,250,113,55,BacchaKaccha,2,91,100,98,Free Delivery,110.62,122,60a3896e-ca2c-4806-a6dd-d447ce479367
TV & Home Appliances,Cooling & Heating,Wooden Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Air Humidifier 300ML Cool Water Mist Maker with Warm Night Light With 2 Working Modes for Home Office Car,800,550,31,Deshi eBuy,5,76,100,68,Free Delivery,72.73,46,ce65ef86-ceaa-4b11-b02b-f6fc681a2060
TV & Home Appliances,Cooling & Heating,Flame Aroma Diffuser Air Humidifier Ultrasonic Cool Mist Maker Fogger Led Essential Oil Lamp Realistic Fire Difusor,4570,2490,46,Q Shop BD 24,2,82,0,98,Standard Delivery,91.77,84,09799fb3-8311-4c55-9249-5f7b78b45be4
TV & Home Appliances,Cooling & Heating,Air Humidifier USB Ultrasonic Aroma Essential Oil Diffuser Romantic Humidifier Mini Cool Mist Maker Purifier,310,253,18,Marvel Things,1,87,0,57,Standard Delivery,61.26,23,658b22ed-7d14-4f7c-a453-897333f580fb
TV & Home Appliances,Cooling & Heating,USB Mini Humidifier household mute bedroom donut humidifier air humidifier,550,330,40,Afifa Incubator,1,85,0,66,Standard Delivery,83.33,67,d4e69745-893d-4372-8c40-a779bb919727
TV & Home Appliances,Cooling & Heating,Xiaomi Humidifier 2 Lite 4L Household Office Mist Maker Air Purifying Diffuser,4799,3789,21,Famous View,3,87,0,66,Free Delivery,63.33,27,0f0fff10-6c90-47f5-be8e-08cab512341b
TV & Home Appliances,Cooling & Heating,Mini Capsule Lipstick 16 pis lipstick,670,390,42,Borshon Shop,0,83,100,85,Free Delivery,85.9,72,806f4a74-5821-47cc-a022-aa33af4d73e1
TV & Home Appliances,Cooling & Heating,Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Generation 2 Blue Pink White,700,530,24,Prismit,1,99,0,100,Free Delivery,66.04,33,83b3914d-07ac-48ce-af18-8db5e137248e
TV & Home Appliances,Cooling & Heating,6 in 1 combo pack,450,330,27,Al alex enterprise,5,72,100,34,Free Delivery,68.18,37,84dcad10-93df-4f39-b8c1-60ef1fa6465d
TV & Home Appliances,Cooling & Heating,Air Humidifier Air Diffuser Volcanic 3 In 1 7Led Light 250ML mini Cute Mini Y Humidifier,410,260,37,Trade Link BD,24,77,0,76,Free Delivery,78.85,58,e397bc3d-09c1-41a0-a002-1e69c4d9100b
TV & Home Appliances,Cooling & Heating,Sharp Air Purifier With Mosquito Catcher FP-JM30E-B,19900,16900,15,Esquire Electronics,15,87,0,90,Free Delivery,58.88,18,c1fcf398-902d-4667-9f57-80c570234639
TV & Home Appliances,Cooling & Heating,2000ML USB Cool Mist Maker Air Humidifier with Night Lamp for Bedroom and Office,2023,1240,39,iFlashDeal,52,89,100,100,Free Delivery,81.57,64,b9ccf3aa-f03b-4994-bb94-275ee5d554b9
TV & Home Appliances,Cooling & Heating,Geepact 200/420ml Car Home Air Humidifiers Mini Humidifier Home Sprayers Diffuser Portable USB Powered Mist Maker Air Treatment Aromatherapy Humidifiers for Car Home,620,440,29,Geepact,80,88,100,99,Free Delivery,70.45,41,c730d2b4-45ba-4362-8f03-73318ebbbb08
TV & Home Appliances,Cooling & Heating,Ultrasonic Mist Maker Atomizer Air Humidifier Water Fountain Pond 12 LED,850,599,30,Module Store,116,85,0,88,Free Delivery,70.95,42,440ece45-72dd-482f-81f7-98acfbf9bf27
TV & Home Appliances,Cooling & Heating,Flame Aroma Mist Diffuser Humidifier Create Soothing Ambiance 7 Color LED night light Volcanic Flame Humidifier Essential Oil Diffuser Aroma Multicolor Humidifier for Home Office Living Room Bed Room,2550,1376,46,iConic Zone BD,3,0,0,100,Free Delivery,92.66,86,d55e2f83-6cc7-4c4f-a0a9-52abe28f4455
TV & Home Appliances,Cooling & Heating,Maytto Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Air Humidifier 300ML Cool Water Mist Maker with Warm Night Light With 2 Working Modes for Home Office Car,531,372,30,Maytto,47,86,100,100,Free Delivery,71.37,43,45b98270-97b6-47ad-a882-7ef5e7b67cec
TV & Home Appliances,Cooling & Heating,DoomHot Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Air Humidifier 300ML Cool Water Mist Maker with Warm Night Light With 2 Working Modes for Home Office Car,674,390,42,DoomHot,79,86,100,100,Free Delivery,86.41,73,d748b995-9b72-4761-b66f-4bc16f7b87f5
TV & Home Appliances,Cooling & Heating,Portable Air Humidifier Bottle Mist Maker Stick LED Light For Home Office,1152,768,33,Acituna,185,88,100,98,Standard Delivery,75,50,c6f197c1-55aa-4f39-b38f-0a58cf9463a2
TV & Home Appliances,Cooling & Heating,Ultrasonic Humidifier (Plastic Body) - Humidifier - Humidifier,630,592,6,RECALME,2,87,0,97,Free Delivery,53.21,7,202c236e-5658-4bc1-ab7e-7a27dbd8cc69
TV & Home Appliances,Cooling & Heating,Air Purifier HEPA Air Filter Cleaner OEliminator Remove Allergies e,3759,1809,52,Irises,3,81,100,100,Free Delivery,103.9,108,f81eb17a-1994-4bfe-9383-2e1224fcf11b
TV & Home Appliances,Cooling & Heating,Planet Air Humidifier with LED Star Sky Projection light and Bluetooth Speaker,1999,1370,31,Ash Shams,1,89,100,97,Free Delivery,72.96,46,d3ab1fe5-c977-4d16-9ab0-985aa506bd0f
TV & Home Appliances,Cooling & Heating,Portable Mini USB UFO Negative Ion Mist Maker,450,256,43,Spectrum Store,0,79,0,41,Standard Delivery,87.89,76,a98acabc-3de9-4fd4-b1bd-fc347f905a98
TV & Home Appliances,Cooling & Heating,Wooden Air Humidifier Mini Night Light Portable Mist Sprayer USB Electric Air Humidifier 200ML Cool Water Mist Maker with Warm Night Light With 2 Working Modes for Home Office Car,1270,615,52,Deshi eBuy,6,76,100,68,Free Delivery,103.25,107,811487c9-2ae4-4160-87a3-aafb7befa459
TV & Home Appliances,Cooling & Heating,Ultrasonic Mist Maker Air Humidifier LED Light Fogger Atomizer for Pont Garden egg Incubator,650,587,10,Azmain eshop,5,89,0,100,Free Delivery,55.37,11,11014155-44f9-4496-93f2-43584eb90b8d
TV & Home Appliances,Cooling & Heating,Ultrasonic Humidifiers Atomizer Mist Maker Fogger Ss Body 12 Led Water Fountain Pond Atomizer Air Humidifier For Egg Incubator Green House Baby Room - Humidifier,850,642,24,Agro Mart,8,83,0,94,Free Delivery,66.2,33,658b8ef5-471d-4778-b6c2-9aba8e4664a6
TV & Home Appliances,Cooling & Heating,Ultrasonic Mist Maker Atomizer Air Humidifier Fogger Water Fountain Pond 12 LED with adapter SS body,750,418,44,Abdullah Incubator 1620119772,0,78,100,100,Free Delivery,89.71,80,e4eab0a0-792c-43fa-a3b2-69cf9293da0a
TV & Home Appliances,Cooling & Heating,Swap International Mini Air Humidifier USB Charging Mist Spray Moisturizing Diffuser White Pink Blue,299,264,12,Fashionable Point,1,80,0,94,Free Delivery,56.63,14,dc9cd7a8-4417-40fb-a6e0-c58633d67252
TV & Home Appliances,Cooling & Heating,Powerful 360-degree Air Purifier for Clean Odor-free Air Ashtray Air Purifier with Intelligent Electronic Design Ideal for Southeast Asian Buyers,2983,1491,50,Bluelans,0,86,100,82,Standard Delivery,100.03,101,5edf609d-7818-4cf8-a8c9-1d0f3e30296c
TV & Home Appliances,Cooling & Heating,3L Air Humi-difiers Cool Mist Humi-difier Mini Humi-difier Two Spray Modes USB Charging Large Ca-pacity Double Spray Humi-dity Display Household De-sktop Humi-difier For Travel Be-droom Pla-nts Car Home Office,2398,1640,32,iFlashDeal,6,89,100,100,Free Delivery,73.11,47,c07b021a-8ac0-437f-aa89-bfa4a302c170
TV & Home Appliances,Cooling & Heating,12 ml of 5 peaches total 60 ml mix flavor combo Humidifier Water base Natural Perfume Combo 60-65 ml,750,570,24,Ark Business Network.,0,91,0,98,Free Delivery,65.79,32,3d855960-4bca-4cda-8990-3f41a2308d57
TV & Home Appliances,Cooling & Heating,Dehumidification Camphor Wardrobe Closet Desiccant Deodorant Pest Control Closet Deodorizer,180,90,50,Molla Departmental,3,85,100,96,Standard Delivery,100,100,b7b6c375-4df1-43a2-bb3c-7d48bf3600a9
TV & Home Appliances,Cooling & Heating,Air Humidifier 300ml Car Humidifier Mute Colorful Ambient Light USB Portable Air Humidifier Fragrance Diffuser for Vehicle Portable Purifier With Colorful Lights For Travel Bedroom Car Home Office,1543,1000,35,iFlashDeal,3,89,100,100,Free Delivery,77.15,55,be7b5a91-82a3-4a87-8830-d256bd70b114
TV & Home Appliances,Cooling & Heating,"Pineapple Flavour 12 ml ; Humidifier essential oil, 100 % natural Fragrabce oil to mix with water 12 ml",150,140,7,Ark Business Network.,1,91,0,98,Free Delivery,53.57,8,ef51e48b-434b-4035-a2ba-2e3325561f1f
TV & Home Appliances,Cooling & Heating,24K_ Gold 99 Soothing Gel,105,105,0,Fast collection 1604501077,0,0,0,60,Standard Delivery,50,0,b69edd62-862d-4c4c-a67a-1d22476cf870
TV & Home Appliances,Cooling & Heating,Mini Air Humidifier USB Cool Mist Aroma Diffuser with Colorful Light Night Light for Home Bedroom Car Humidifier Purifier Humidifiers,1000,997,0.3,Bangla store bd,3,0,0,100,Free Delivery,50.15,1,3f8ef390-508e-45fa-9774-7f8838d401a1
TV & Home Appliances,Cooling & Heating,BASEUS Elephant 600ML Large Capacity Humidifier with Night Light Function for Home Office,2289,1720,25,Gadget World Dhaka,4,88,100,94,Free Delivery,66.54,34,fc0dc86e-9fba-4d97-997a-45d55a6fb63d
TV & Home Appliances,Cooling & Heating,Ultrasonic Humidifiers Atomizer Mist Maker Fogger Ss Body 12 Led Water Fountain Pond Atomizer Air Humidifier For Egg Incubator Green House Baby Room - Humidifier,750,521,31,Abdullah Incubator 1620119772,5,78,100,100,Free Delivery,71.98,44,a331288c-4004-4146-b57f-954eccf9fd2e
TV & Home Appliances,Cooling & Heating,1PC 260ML Essential Air Car Aroma Oil Diffuser USB Ultrasonic Air Humidifier With LED Night Lamp Electric Aromatherapy【Humidifier 】,599,265,56,Slway,0,78,100,0,Standard Delivery,113.02,127,f0e37805-3c40-4cdb-8cf7-82697adae3b5
TV & Home Appliances,Cooling & Heating,2000ML Air Humidifier USB Cool Mist Maker Purifier Aromatherapy Mist Maker with Night Lamp,2023,1410,30,iFlashDeal,28,89,100,100,Free Delivery,71.74,44,4cf92e65-55e0-4e15-841a-64c273b72a3e
TV & Home Appliances,Cooling & Heating,"Moon Lamp Humidifier, 2 in 1 Moon Night Light & Humidifiers",1250,1029,18,Ark Business Network.,6,91,0,98,Free Delivery,60.74,22,e29b4e52-9d66-4878-98fd-1f32aa80d78d
TV & Home Appliances,Cooling & Heating,Lemon Humidifier Flavour 12 ml,180,150,17,Buono Blossom,1,89,100,100,Free Delivery,60,20,23d55ef5-6545-4fb9-a1a5-5f26f5882059
TV & Home Appliances,Cooling & Heating,Cute Rabbit Wireless Humidifier Micro USB Time Setting Auto-off Portable Essential Oil Aroma Diffuser For Bedroom Home Tabletop,550,419,24,Inter Active,20,89,0,98,Standard Delivery,65.63,32,d6c6fa11-de16-41ac-a16e-b8daae1f25df
TV & Home Appliances,Cooling & Heating,Swap International Mini Air Humidifier USB Charging Mist Spray Moisturizing Diffuser White Pink Blue,299,264,12,Smart Sunglasses,1,83,100,100,Standard Delivery,56.63,14,3a46f899-84b0-439e-92b3-d360e018ccb5
TV & Home Appliances,Cooling & Heating,Lucky Traders USB Air Humidifier Night Light Silent Aroma Diffuser 300ml Auto Off White,340,292,14,Top 10,0,80,0,96,Free Delivery,58.22,17,843bf9f1-3b62-413e-afaa-2bcc0363564b
TV & Home Appliances,Cooling & Heating,Mini Portable Air Humidifier 300ml USB Car Air Purifier Fogger Mist Maker with LED Night Lamp Ultrasonic Sprayer Home Appliance,299,263,12,Fashionable Point,0,80,0,94,Free Delivery,56.84,14,f00d047b-1b6f-43dd-9129-5c16bc89acfb
TV & Home Appliances,Cooling & Heating,Rgb লাইট সহ 260ml usb এয়ার হিউমিডিফায়ার - baby car,359,351,2,Gadget-E-Store,6,78,0,100,Standard Delivery,51.14,3,8eecf34f-729f-41fc-9b0d-eda1900da7f5
TV & Home Appliances,Cooling & Heating,1200ML Dehumidifier Moisture Absorbers Air Dryer Quiet Air Dehumidifier for Home Basement Bedroom Bathroom EU Plug (318286387 ),7999,5741,28,BEUAQQT,0,86,100,100,Free Delivery,69.67,40,9f4de25d-73fe-4cef-b5de-bb5651bd4bf9
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Osaka Induction Hot Plate Portable Electric Stove,1950,1398,28,HardwareX,51,83,0,89,Standard Delivery,69.74,40,1b6bdbca-3090-4bb1-a429-e80bbae86ef3
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,22 Liter Miyako Electric Toaster Oven (MT-22RC),6000,4750,21,The Sunflower,80,83,100,76,Free Delivery,63.16,27,e2378980-1500-44f7-8ed9-ff33395dd498
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Dish washer brush kitchen accessories,120,55,54,Insaf Trading Corporation,36,85,100,98,Free Delivery,109.09,119,124e0f90-9d1c-44e7-96fb-148060f5ea7f
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Myone MY-1F5G Magnificent Red Black Match Refrigerator-165 litter,35900,21489,40,Minister-Myone Group,39,88,0,99,Free Delivery,83.53,68,c25ac2f0-29bb-4184-8aaf-e189d149fe0d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Sharp R-84AO(ST)V Stainless Steel - Grill Convection Microwave Oven | 25 Litres,26000,22194,15,Esquire Electronics,189,87,0,90,Free Delivery,58.57,18,21ca1c23-9f3e-49ba-8ea6-2028b2d3f69c
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Samsung RB21KMFH5SK/D3 Refrigerator with Digital Inverter (218 Liter),46900,39368,16,Mother Touch Electronics,280,95,100,97,Free Delivery,59.57,20,6ad13de6-5a9b-43b4-a7e0-3e255684f264
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Innovative Appliance - Midea Manual Gas Buurner t211g - free magnetic lighter - Must Have - Upscaled Reliablity - NG,6500,3850,41,Neola Mart,31,87,0,100,Free Delivery,84.42,69,349349e0-30ac-4196-bd7f-e831ae49f0bd
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Midea JN1742T RO Water Purifier - Black,22000,14632,33,Neola Mart,37,87,0,100,Free Delivery,75.18,51,b2554c94-9f4f-4739-ad5e-94778ff277b5
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,"majoni,Soft Sponge Dish Washer Pad (4 pcs)- Multicolor",250,42,83,Bix Super Shop,9,79,0,99,Free Delivery,297.62,496,7e5adc25-ea20-4424-820a-4ad871d538d8
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Moon Butane Gas Can for Portable Burner,155,138,11,Saim Trade,1,82,0,100,Free Delivery,56.16,13,8db175f5-d0e7-458d-b6f5-a9fe417ddb4d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Haier 146L Chest Freezer Refrigerator (Model: HCF-175),32400,26892,17,Haier,27,89,0,92,Free Delivery,60.24,21,091bf978-7bf7-431c-882c-0c780859ca36
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Water Faucet water purifier,1599,666,58,Village Mart BD,58,76,100,0,Free Delivery,120.05,141,b652ff35-63ab-467f-adb0-a637f56b48df
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Prestige Electric Toaster Oven - 25 Liter,6800,5299,22,Click N Pick bd,35,96,0,100,Free Delivery,64.16,29,fcdfa5e9-64b0-4fa0-974a-3f4ef997bf93
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,SINGER 353GKEA Electric Oven - 35L - Black,9490,6397,33,Singer,8,86,100,99,Free Delivery,74.18,49,0d7246b5-2039-482c-85af-a8dd69abf01d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Radhuni Double Auto Stainless Steel Gas Stove BB LPG/NG,3250,2216,32,Tirtho Enterprise,72,87,0,96,Standard Delivery,73.33,47,18f1a1be-0f42-4dcc-b028-499717a3d325
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,VISION INDUCTION COOKER-1206 Eco,3800,3308,13,NEW ATOSHI ELECTRONICS,55,87,100,79,Free Delivery,57.44,15,585c7b79-5dfb-4c93-8f69-5876ac684db1
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Eva Pure Water Filter 32L,4500,1822,60,MS SALAUDDIN TRADERS BD,30,74,0,97,Free Delivery,123.49,147,38cdc1f7-f401-48c3-a1cf-d5c79ce928a4
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Prestige Gold Infrared Cooker - Inverter Technology 2023 Edition - Modernize Your Cooking-Unique Choice For Your Needs,5500,3550,35,Electrian 1596481598,24,88,100,100,Standard Delivery,77.46,55,6d3547a4-fd46-4b2a-9418-43ebc7cca437
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Dishwashing Brush Durable Dish Scrubber with Handle for Home Restaurant Kitchen ( 1 Pcs Random Color,150,60,60,Newmen,2,85,0,100,Free Delivery,125,150,c759046e-c444-4f80-8872-98e6bcd0d6d5
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,EG-B720S -Gazi Smiss Double Burner- Auto Ignition - Steel Body Gas Stove NG (Line Gas),7200,6192,14,Gazi Home Appliances,3,85,0,93,Free Delivery,58.14,17,c0cbe49e-258c-4512-af84-c415e4f1774e
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,"Miyako Mt-52Rcl Double Glass Electric Oven, 52 Liters.",16500,9741,41,Zabir Enterprise,10,93,0,100,Standard Delivery,84.69,70,df8e6dad-3f36-43ef-be73-bf3661c8cb52
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Osakhot Plate Electric Cooking - Experience Efficient Cooking Osakhot Plate For Electric Cooking - Ensuring Delicious Meals Every Time,1499,1403,6,Oxford Trade BD,33,82,0,98,Free Delivery,53.42,7,5c1e14ee-19d9-4077-bade-627a21049495
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Gazi smiss tampered Glass Brass Burner TG-203 Three Burner Cabinet Gas Stove NG or LPG,10200,8772,14,Gazi Home Appliances,39,85,0,93,Free Delivery,58.14,17,da1fb91a-3695-4982-8827-1cbbdcdeada8
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Portable Gas Stove/ Portable Gas Burner/Portable Gas Stove / Portable Gas Burner/ Tourist Gas Stove/Camping gas burner,4000,1990,50,Arafat Online Shop,24,92,100,95,Free Delivery,100.5,101,372b2548-de70-463e-9243-17da0b31c8f9
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,SINGER G30G6LP Microwave Oven - 30 Ltr,20990,15247,27,Singer,38,86,100,99,Free Delivery,68.83,38,2bd98785-9bc0-48fe-8af7-7d64e5ecbc6a
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,EG-750S -Gazi Smiss Double Burner- Auto Ignition - Steel Body Gas Stove LPG OR NG,12000,10320,14,Gazi Home Appliances,8,85,0,93,Free Delivery,58.14,17,7656e3c9-a97f-4fe4-a04d-ffd353f07e65
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Mini Water Dispenser for Children Gift CuteWater Juice Milk Drinking Fountain,463,294,37,FashionApple,72,86,100,99,Free Delivery,78.74,58,cdb8ac6c-c117-4532-b132-94ca99b2f03d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Water Purifier Classic 23L,4999,4880,2,Modern Enterprise,2,93,0,100,Free Delivery,51.22,3,72ef68c8-6efd-4d38-baf5-eb54ccdca4ac
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Aqua Grand Plus RO+UV+UF+Alkaline+Mineral Stage:8 Water Purifier,22500,10411,54,Aqua Life Engineering Ltd.,3,100,100,78,Free Delivery,108.06,117,ab42457f-92fc-42f7-b210-16b2c44f4b44
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,2 In 1 Kitchen Liquid Soap Pump / Dish Liquid Pump / Dispenser Sponge Holder Press Countertop Rack With Sponge Holder-7,299,229,23,Delhi Mart,2,81,0,100,Standard Delivery,65.28,31,84a89f0f-9012-4714-bea2-ce2d5ee9bece
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Gazi PRC-926 Auto Heat Clean and Hand motion Sensor Kitchen Hood Colour Black.,14400,13036,9,Gazi Home Appliances,12,85,0,93,Free Delivery,55.23,11,aeaac581-190f-43ce-ad12-d9b69944f35d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Miyako Induction Cooker TC-MARBLE02 (INVERTER),5000,3875,22,Best 1,2,87,0,78,Free Delivery,64.52,30,611fef1c-108b-420a-a77d-3a59dcdec95e
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Sharp Microwave Oven R-20A0(S)V | 20 Liters - Silver,12500,9910,21,Esquire Electronics,196,87,0,90,Free Delivery,63.07,27,9514439c-615e-4c51-a993-5449672fc10c
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Osaka Portable Electric Hot Plate Infrared Stove,1950,1469,25,Dream Mall BD,20,70,0,95,Free Delivery,66.37,33,6271cf4d-c8f7-40a8-abe4-530c12897dee
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,TG-202 LPG Gazi Smiss Tempered Glass Double Burner Gas Stove Auto Ignation,9000,7740,14,Gazi Home Appliances,28,85,0,93,Free Delivery,58.14,17,8d4c39cd-3398-4105-8364-81f16d0c913d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Electra Microwave Oven- EMW-19Y20S 20 Liter,8900,7980,10,Electra International.,6,86,0,87,Standard Delivery,55.76,12,bd82001a-0dbb-4347-b42d-f5fa91aed74d
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Gazi Gas Stove Steel Body Double Burner GST-215C LPG or NG,5040,4334,14,Gazi Home Appliances,4,85,0,93,Free Delivery,58.14,17,966b85d9-bfda-426a-bd57-858bd245c703
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Samsung Solo Microwave Oven - 23L Model (MS23K3513AK/D2),15500,14142,9,BROTHERS TRADING INTERNATIONAL,50,96,0,98,Free Delivery,54.8,10,e188f686-9014-44d6-aac9-236f11b17e96
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Osaka Portable Electric Hot Plate Infrared Stove,1499,1409,6,Oxford Trade BD,30,82,0,98,Free Delivery,53.19,7,f9f34ef8-9aa4-4f35-9c39-5ff7077df8c0
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Haier HRF-330WDBG 319 - Magic Cool No Frost Refrigerator,69900,59415,15,Haier,15,89,0,92,Free Delivery,58.82,18,f90f1192-05b9-4b19-95d8-d698a37b5d93
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,SINGER | SMW20MDSOLP | Microwave Oven | 20 Ltr,8990,7121,21,Singer,28,86,100,99,Free Delivery,63.12,27,8197c95b-6f80-4410-81be-682c54d0ed27
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Samsung RB21KMFH5UT/D3 Bottom Mount Freezer Refrigerator - 218 L,48900,40947,16,Mother Touch Electronics,95,95,100,97,Free Delivery,59.71,20,47a179f8-4c1c-4e85-9df9-dbe289e1ffad
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Xiaomi Mijia Induction Cooker Youth Edition | 2100w Adjustable Smart Electric Oven Plate,8490,5990,29,Amaya,0,88,100,100,Free Delivery,70.87,42,f7fab41f-2190-4067-a326-81e42507de24
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Prestige Induction Cooker 2200W সব ধরনের পাত্র ব্যবহার করা যাবে না,4590,3446,25,Unique Crockeries Shop,7,0,0,98,Free Delivery,66.6,34,638ab0a3-1304-4403-9765-d48063f85e47
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Dish washer brush,150,65,57,RL BD,10,81,0,96,Free Delivery,115.38,131,8da1e9b3-e2db-4249-94b1-be252b786203
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Samsung Model- RB21KMFH5RH/D3 Bottom Mount Refrigerator - 215 Liters,48900,37500,23,BROTHERS TRADING INTERNATIONAL,40,96,0,98,Free Delivery,65.2,31,a3fcc3f4-4a2f-4a72-aef6-ebaa63d89733
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Sharp R-92A0 (st) Microwave Oven - 32 Liters in Silver,30900,27252,12,Esquire Electronics,14,87,0,90,Free Delivery,56.69,14,37910f7e-d2c5-4406-b0ef-b1b6c428a7a7
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Haier 249L No Frost Refrigerator ( HRF-270WMBG ) Dimension (WxDxH) (mm): 548*635*1465,54900,41175,25,Haier,2,89,0,92,Free Delivery,66.67,34,51c8a1ca-73bc-4e31-9dd5-96e3f0f9659c
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Xiaomi Mijia Induction Cooker - Youth Edition - Black & White,11500,6599,43,POWER MALL,22,91,0,97,Free Delivery,87.13,75,3c537ab6-6ae9-4ec4-a7eb-b06538daf523
TV & Home Appliances,Best Cooking Appliances Collection Online at the Best Price,Osaka Induction Hot Plate Portable Electric Stove,1850,1369,26,A.ELECTRIC MART,4,75,100,73,Standard Delivery,67.57,36,1cf906e7-47a6-4303-82b4-d7548a4108fb
